Ship_Date,Segment,State,Postal_Code,Region,Category,Sub_Category,Sales,Quantity,Discount,Profit
10-12-2018,Home Office,Michigan,48640,Central,Mobile Phones,Samsung,186,1,0.1,41.496
10-12-2018,Home Office,Michigan,48640,Central,Mobile Phones,iPhone,3812,3,0,1906.485
10-12-2018,Consumer,New York,14609,East,Mobile Phones,iPhone,26,9,0.2,9.5787
10-12-2018,Consumer,New York,14609,East,Cameras ,Sony,625,1,0,187.797
10-12-2018,Corporate,Michigan,49201,Central,Laptops,Lenovo,1568,9,0,329.4081
10-12-2018,Corporate,Michigan,49201,Central,Mobile Phones,iPhone,17,1,0,8.304
10-12-2018,Corporate,Michigan,49201,Central,Cameras ,Nikon,160,8,0,62.4
10-12-2018,Corporate,Virginia,23434,South,Mobile Phones,Samsung,179,3,0,50.3832
10-12-2018,Corporate,Virginia,23434,South,Laptops,Lenovo,872,3,0,157.1292
10-12-2018,Corporate,Virginia,23434,South,Mobile Phones,Pixel,12,2,0,6.2208
10-12-2018,Consumer,California,94513,West,Mobile Phones,HTC,88,6,0,44.4
10-12-2018,Consumer,California,94513,West,Cameras ,Sony,319,4,0.2,35.9964
11-12-2018,Consumer,Washington,98103,West,Laptops,HP,167,7,0.2,14.6902
11-12-2018,Home Office,Texas,77036,Central,Mobile Phones,Pixel,163,5,0.2,59.4355
11-12-2018,Home Office,Texas,77036,Central,Mobile Phones,iPhone,5,4,0.8,-8.1096
11-12-2018,Home Office,Massachusetts,1841,East,Cameras ,GoPro,1199,2,0,467.9922
11-12-2018,Home Office,Massachusetts,1841,East,Mobile Phones,OnePlus,73,1,0,2.2155
12-12-2018,Home Office,Massachusetts,1841,East,Mobile Phones,Mi,25,3,0,6.6846
12-12-2018,Home Office,Massachusetts,1841,East,Mobile Phones,Nokia,17,6,0,8.1216
13-12-2018,Home Office,Massachusetts,1841,East,Laptops,Lenovo,526,2,0.3,-52.6582
13-12-2018,Consumer,Michigan,48234,Central,Mobile Phones,Pixel,11,2,0,5.6644
13-12-2018,Consumer,Michigan,48234,Central,Cameras ,Sony,209,3,0,58.7916
13-12-2018,Consumer,Michigan,48234,Central,Laptops,Lenovo,447,4,0,98.5248
13-12-2018,Consumer,Michigan,48234,Central,Cameras ,Nikon,479,3,0,163.1898
13-12-2018,Consumer,Michigan,48234,Central,Mobile Phones,LG,8,3,0,2.5056
13-12-2018,Corporate,Utah,84057,West,Mobile Phones,LG,11,2,0,4.2048
13-12-2018,Consumer,Pennsylvania,19120,East,Cameras ,Nikon,40,3,0.2,0.5097
13-12-2018,Consumer,Pennsylvania,19120,East,Mobile Phones,iPhone,13,3,0.7,-9.5886
13-12-2018,Consumer,Arizona,85204,West,Cameras ,Sony,87,5,0.2,32.925
13-12-2018,Consumer,North Carolina,28314,South,Laptops,Asus,77,3,0.2,15.5904
14-12-2018,Consumer,North Carolina,28314,South,Mobile Phones,OnePlus,147,2,0.2,-29.4368
14-12-2018,Consumer,North Carolina,28314,South,Mobile Phones,Pixel,47,3,0.2,16.1838
14-12-2018,Consumer,California,90032,West,Mobile Phones,Samsung,250,6,0,72.5754
14-12-2018,Consumer,Pennsylvania,19140,East,Cameras ,Nikon,40,3,0.2,0.5097
14-12-2018,Corporate,Colorado,80906,West,Mobile Phones,Pixel,29,5,0.2,9.25
14-12-2018,Corporate,Colorado,80906,West,Mobile Phones,iPhone,1,2,0.7,-1.3566
14-12-2018,Corporate,California,90032,West,Cameras ,Nikon,159,4,0,51.1872
15-12-2018,Corporate,New York,10009,East,Mobile Phones,LG,59,3,0,15.4752
15-12-2018,Corporate,New York,10009,East,Mobile Phones,Motorola ,17,2,0,8.2156
15-12-2018,Corporate,New York,10009,East,Mobile Phones,iPhone,13,2,0.2,4.6088
15-12-2018,Home Office,California,94109,West,Mobile Phones,Samsung,40,3,0,12.222
15-12-2018,Corporate,Texas,78745,Central,Laptops,HP,179,1,0.3,-2.5698
15-12-2018,Consumer,Ohio,44105,East,Mobile Phones,Samsung,286,1,0.2,17.891
15-12-2018,Consumer,Ohio,44105,East,Mobile Phones,OnePlus,24,2,0.2,-4.8448
15-12-2018,Consumer,Ohio,44105,East,Mobile Phones,OnePlus,331,3,0.2,-82.884
15-12-2018,Home Office,New York,10009,East,Mobile Phones,LG,17,3,0,6.3072
15-12-2018,Consumer,Texas,79907,Central,Mobile Phones,LG,17,4,0.2,4.2408
15-12-2018,Home Office,Florida,32303,South,Cameras ,Nikon,431,3,0.2,-75.5958
15-12-2018,Home Office,Washington,98103,West,Laptops,HP,291,4,0.2,-25.4744
15-12-2018,Home Office,Texas,75220,Central,Mobile Phones,Motorola ,114,4,0.2,35.89
15-12-2018,Consumer,Texas,77070,Central,Mobile Phones,Pixel,10,2,0.2,3.7408
16-12-2018,Consumer,Ohio,45503,East,Mobile Phones,Pixel,15,4,0.2,5.5216
16-12-2018,Consumer,Washington,98103,West,Mobile Phones,LG,12,3,0,5.2164
17-12-2018,Corporate,Washington,98105,West,Mobile Phones,Pixel,19,3,0,9.3312
17-12-2018,Consumer,New York,10024,East,Mobile Phones,iPhone,70,4,0.2,26.388
17-12-2018,Consumer,North Carolina,28205,South,Mobile Phones,LG,12,9,0.2,1.4256
17-12-2018,Consumer,Maryland,21215,East,Cameras ,Sony,89,5,0,43.176
17-12-2018,Home Office,California,94110,West,Mobile Phones,Pixel,6,2,0,3.0268
17-12-2018,Home Office,California,94110,West,Cameras ,Nikon,94,1,0,28.497
17-12-2018,Consumer,Arizona,85705,West,Cameras ,Sony,35,2,0.2,13.17
17-12-2018,Consumer,California,90036,West,Mobile Phones,Pixel,25,4,0,12.4416
17-12-2018,Corporate,Connecticut,6708,East,Mobile Phones,iPhone,7,2,0,3.7412
17-12-2018,Corporate,Connecticut,6708,East,Cameras ,Sony,566,3,0,153.0819
18-12-2018,Corporate,Connecticut,6708,East,Mobile Phones,LG,9,3,0,2.8536
18-12-2018,Home Office,Illinois,60610,Central,Cameras ,Nikon,25,2,0.2,4.779
18-12-2018,Home Office,New York,11561,East,Mobile Phones,Nokia,7,6,0,0.3024
18-12-2018,Consumer,Virginia,22204,South,Laptops,Asus,60,3,0,19.4688
18-12-2018,Consumer,Virginia,22204,South,Mobile Phones,OnePlus,450,2,0,58.5052
18-12-2018,Consumer,Virginia,22204,South,Mobile Phones,iPhone,34,2,0,16.608
19-12-2018,Consumer,Virginia,22204,South,Cameras ,Sony,467,3,0,140.391
19-12-2018,Consumer,Virginia,22204,South,Mobile Phones,iPhone,33,2,0,15.8496
19-12-2018,Corporate,North Carolina,28540,South,Laptops,Asus,17,2,0.2,1.068
19-12-2018,Corporate,Ohio,43229,East,Mobile Phones,LG,3,2,0.2,0.3384
19-12-2018,Consumer,North Carolina,28205,South,Mobile Phones,Pixel,268,7,0.2,93.884
20-12-2018,Consumer,North Carolina,28205,South,Cameras ,Nikon,431,5,0.2,107.79
20-12-2018,Corporate,New York,14215,East,Cameras ,Sony,43,4,0,12.208
20-12-2018,Corporate,New York,14215,East,Laptops,Asus,154,3,0,30.99
20-12-2018,Corporate,Texas,77041,Central,Mobile Phones,Pixel,15,3,0.2,5.4432
20-12-2018,Consumer,Tennessee,38109,South,Mobile Phones,Pixel,42,2,0.2,13.7176
21-12-2018,Consumer,Texas,75023,Central,Mobile Phones,Pixel,10,2,0.2,3.6288
21-12-2018,Home Office,Oregon,97301,West,Mobile Phones,LG,2,1,0.2,0.556
21-12-2018,Consumer,Georgia,31907,South,Mobile Phones,Motorola ,74,9,0,35.0244
21-12-2018,Corporate,Maryland,21044,East,Mobile Phones,LG,17,3,0,5.256
21-12-2018,Corporate,Maryland,21044,East,Laptops,HP,1779,5,0,373.779
21-12-2018,Corporate,Maryland,21044,East,Mobile Phones,LG,219,5,0,59.373
21-12-2018,Consumer,Oregon,97206,West,Mobile Phones,LG,7,3,0.2,0.7152
21-12-2018,Consumer,Florida,32303,South,Mobile Phones,Pixel,26,5,0.2,9.352
21-12-2018,Corporate,California,92503,West,Cameras ,Sony,1039,2,0.2,90.9762
21-12-2018,Corporate,California,92503,West,Mobile Phones,Samsung,45,2,0,13.788
21-12-2018,Consumer,Ohio,43130,East,Mobile Phones,iPhone,456,2,0.7,-304.392
21-12-2018,Consumer,Ohio,43130,East,Cameras ,Canon,4499,5,0.7,-6599.978
21-12-2018,Consumer,Ohio,43130,East,Cameras ,Nikon,59,3,0.2,11.9952
21-12-2018,Consumer,California,94109,West,Mobile Phones,Motorola ,6,3,0,2.8764
21-12-2018,Home Office,California,92553,West,Mobile Phones,Samsung,10,1,0,2.9646
21-12-2018,Home Office,California,92553,West,Mobile Phones,Nokia,7,3,0,3.6156
21-12-2018,Home Office,California,92553,West,Mobile Phones,OnePlus,51,3,0,13.8915
21-12-2018,Home Office,California,92553,West,Mobile Phones,iPhone,37,3,0.2,13.896
21-12-2018,Consumer,Virginia,23320,South,Mobile Phones,Samsung,203,4,0,55.0584
21-12-2018,Consumer,Virginia,23320,South,Cameras ,Sony,29,4,0,7.9812
22-12-2018,Consumer,Illinois,60623,Central,Mobile Phones,iPhone,8,3,0.8,-14.5656
22-12-2018,Corporate,North Carolina,28205,South,Mobile Phones,OnePlus,45,2,0.2,3.9592
22-12-2018,Corporate,North Carolina,28205,South,Laptops,Lenovo,876,10,0.4,-292.1
22-12-2018,Corporate,North Carolina,28205,South,Mobile Phones,Mi,185,2,0.2,-34.758
22-12-2018,Consumer,New York,10009,East,Mobile Phones,HTC,25,2,0,11.7782
23-12-2018,Consumer,Illinois,60653,Central,Mobile Phones,iPhone,2,1,0.8,-4.7685
23-12-2018,Consumer,Illinois,60653,Central,Mobile Phones,Nokia,7,3,0.2,2.4675
23-12-2018,Consumer,Illinois,60653,Central,Laptops,Asus,22,3,0.6,-10.1736
23-12-2018,Consumer,Illinois,60653,Central,Mobile Phones,Pixel,30,8,0.2,9.54
23-12-2018,Home Office,Pennsylvania,19120,East,Mobile Phones,iPhone,4,3,0.7,-3.3894
23-12-2018,Corporate,Illinois,60623,Central,Mobile Phones,iPhone,1,5,0.8,-2.88
23-12-2018,Corporate,Texas,75217,Central,Cameras ,Nikon,39,2,0.2,-1.4994
24-12-2018,Corporate,Nevada,89115,West,Mobile Phones,Pixel,32,5,0,15.876
25-12-2018,Corporate,Nevada,89115,West,Mobile Phones,Pixel,97,2,0,48.94
25-12-2018,Consumer,Texas,79109,Central,Cameras ,Sony,307,4,0.2,30.7168
25-12-2018,Corporate,Connecticut,6457,East,Mobile Phones,iPhone,26,5,0,13.181
25-12-2018,Corporate,New York,10035,East,Mobile Phones,Motorola ,47,3,0,22.0947
25-12-2018,Corporate,New York,10035,East,Cameras ,Sony,469,1,0,136.2971
25-12-2018,Corporate,New York,10035,East,Laptops,HP,207,3,0.1,2.3094
25-12-2018,Consumer,Pennsylvania,19120,East,Mobile Phones,OnePlus,324,3,0.2,-77.1267
25-12-2018,Consumer,California,93727,West,Laptops,Asus,40,2,0,14.5728
25-12-2018,Home Office,Tennessee,37064,South,Mobile Phones,HTC,12,4,0.2,4.2
25-12-2018,Home Office,Tennessee,37064,South,Mobile Phones,OnePlus,720,4,0.2,-63.0056
25-12-2018,Home Office,Tennessee,37064,South,Mobile Phones,OnePlus,25,1,0.2,-4.767
25-12-2018,Home Office,Tennessee,37064,South,Mobile Phones,LG,2,2,0.2,0.3168
26-12-2018,Home Office,Tennessee,37064,South,Mobile Phones,iPhone,3,2,0.7,-2.5632
26-12-2018,Consumer,North Carolina,27604,South,Mobile Phones,iPhone,30,7,0.7,-24.6624
26-12-2018,Consumer,North Carolina,27604,South,Mobile Phones,LG,47,3,0.2,5.952
26-12-2018,Consumer,North Carolina,27604,South,Cameras ,Sony,108,2,0.2,10.8784
26-12-2018,Consumer,Maryland,20735,East,Mobile Phones,Pixel,4,1,0,2.1465
26-12-2018,Consumer,Maryland,20735,East,Mobile Phones,LG,7,3,0,2.0748
27-12-2018,Consumer,Maryland,20735,East,Laptops,Lenovo,550,3,0.3,-47.1798
27-12-2018,Consumer,Maryland,20735,East,Laptops,Asus,10,6,0,4.6464
27-12-2018,Home Office,California,90049,West,Laptops,Dell,1497,2,0.15,140.9568
27-12-2018,Home Office,California,90049,West,Cameras ,Sony,17,2,0.2,-3.504
27-12-2018,Home Office,Nevada,89031,West,Mobile Phones,LG,113,3,0,29.4372
27-12-2018,Home Office,Nevada,89031,West,Mobile Phones,Pixel,35,6,0,17.5812
27-12-2018,Home Office,Nevada,89031,West,Mobile Phones,iPhone,4535,3,0.2,1644.2913
27-12-2018,Consumer,California,94109,West,Mobile Phones,Nokia,11,8,0,5.6832
27-12-2018,Home Office,Rhode Island,2920,East,Mobile Phones,OnePlus,592,6,0,160.0398
27-12-2018,Consumer,Tennessee,38301,South,Mobile Phones,OnePlus,111,9,0.2,6.9795
28-12-2018,Home Office,Delaware,19711,East,Mobile Phones,LG,8,3,0,2.5056
28-12-2018,Home Office,Delaware,19711,East,Cameras ,Nikon,149,3,0,52.4895
28-12-2018,Corporate,California,90036,West,Laptops,HP,232,5,0.2,17.466
28-12-2018,Corporate,New York,13440,East,Laptops,HP,90,1,0.1,15.147
28-12-2018,Corporate,Illinois,60610,Central,Cameras ,Sony,508,4,0.2,38.1576
28-12-2018,Corporate,Illinois,60610,Central,Mobile Phones,Motorola ,9,3,0.2,3.2214
28-12-2018,Corporate,California,92105,West,Laptops,HP,63,3,0.2,6.3936
28-12-2018,Corporate,California,92105,West,Mobile Phones,LG,59,3,0,15.4752
28-12-2018,Corporate,California,92105,West,Cameras ,Sony,311,3,0.2,38.997
29-12-2018,Corporate,California,92105,West,Mobile Phones,iPhone,50,3,0.2,17.6232
29-12-2018,Consumer,Texas,77036,Central,Cameras ,Sony,19,2,0.2,1.9136
29-12-2018,Home Office,Florida,33407,South,Mobile Phones,LG,13,5,0.2,2.132
29-12-2018,Consumer,California,90045,West,Laptops,Lenovo,241,2,0.2,-15.098
29-12-2018,Consumer,California,90045,West,Cameras ,Sony,479,2,0.2,41.993
29-12-2018,Corporate,Washington,98103,West,Laptops,HP,307,4,0.2,-11.5176
29-12-2018,Corporate,Washington,98103,West,Mobile Phones,HTC,12,2,0,5.796
29-12-2018,Corporate,Washington,98103,West,Cameras ,Nikon,159,2,0,57.5928
29-12-2018,Consumer,Iowa,50315,Central,Mobile Phones,Motorola ,6,3,0,2.8764
29-12-2018,Consumer,Iowa,50315,Central,Laptops,Lenovo,1184,4,0,106.6248
29-12-2018,Consumer,New York,10024,East,Mobile Phones,Samsung,45,2,0,13.788
30-12-2018,Consumer,Virginia,22204,South,Mobile Phones,iPhone,58,3,0,26.703
30-12-2018,Consumer,Virginia,22204,South,Mobile Phones,Pixel,71,11,0,34.2144
30-12-2018,Consumer,Texas,78577,Central,Laptops,Lenovo,124,4,0.3,-21.3264
30-12-2018,Consumer,Virginia,22204,South,Mobile Phones,Pixel,154,5,0,69.705
30-12-2018,Consumer,Virginia,22204,South,Cameras ,Sony,1871,12,0,561.564
30-12-2018,Consumer,Texas,77070,Central,Laptops,Asus,16,2,0.6,-6.8816
31-12-2018,Consumer,Texas,75061,Central,Mobile Phones,OnePlus,18,3,0.2,-3.7872
31-12-2018,Consumer,Texas,75061,Central,Mobile Phones,OnePlus,12,3,0.2,-3.168
31-12-2018,Consumer,Texas,75061,Central,Mobile Phones,HTC,5,2,0.2,1.764
31-12-2018,Corporate,Illinois,60653,Central,Mobile Phones,Pixel,8,2,0.2,2.9568
31-12-2018,Corporate,Illinois,60653,Central,Mobile Phones,Samsung,20,2,0.8,-53.0088
31-12-2018,Home Office,California,90049,West,Mobile Phones,Pixel,9,2,0,4.8804
31-12-2018,Consumer,Mississippi,39401,South,Mobile Phones,Samsung,320,4,0,89.7792
31-12-2018,Consumer,Mississippi,39401,South,Cameras ,Nikon,52,4,0,23.4
31-12-2018,Corporate,New York,10024,East,Mobile Phones,iPhone,25,2,0.2,8.9544
31-12-2018,Corporate,New York,10024,East,Cameras ,Sony,464,5,0,134.56
31-12-2018,Corporate,New York,10024,East,Mobile Phones,Samsung,235,3,0,77.8635
31-12-2018,Corporate,New York,10024,East,Mobile Phones,Pixel,39,4,0,17.982
31-12-2018,Consumer,Ohio,44221,East,Mobile Phones,iPhone,18,4,0.7,-12.352
31-12-2018,Consumer,Washington,98103,West,Cameras ,Nikon,17,2,0,3.401
31-12-2018,Consumer,Washington,98103,West,Mobile Phones,OnePlus,81,2,0,0
01-01-2019,Consumer,Arizona,85204,West,Mobile Phones,OnePlus,272,3,0.2,-64.7748
01-01-2019,Consumer,Arizona,85204,West,Mobile Phones,Pixel,18,4,0.2,6.7048
01-01-2019,Consumer,Arizona,85204,West,Laptops,HP,441,2,0.2,49.716
01-01-2019,Consumer,Arizona,85204,West,Laptops,Dell,127,6,0.7,-191.646
01-01-2019,Home Office,Utah,84106,West,Mobile Phones,Pixel,166,3,0,79.8912
01-01-2019,Consumer,California,90045,West,Mobile Phones,Pixel,13,2,0,6.1548
01-01-2019,Consumer,North Carolina,28540,South,Cameras ,Nikon,24,2,0.2,-2.7
01-01-2019,Corporate,Ohio,44107,East,Mobile Phones,Motorola ,24,4,0.2,8.8624
01-01-2019,Home Office,California,92630,West,Mobile Phones,HTC,6,2,0,2.9568
01-01-2019,Home Office,California,92630,West,Laptops,HP,915,4,0.2,102.9528
01-01-2019,Home Office,California,92630,West,Mobile Phones,Pixel,8,2,0,3.852
01-01-2019,Home Office,California,92630,West,Mobile Phones,Pixel,97,2,0,45.9754
01-01-2019,Corporate,Oregon,97206,West,Mobile Phones,Pixel,31,6,0.2,11.2752
01-01-2019,Corporate,Oregon,97206,West,Mobile Phones,Samsung,11,1,0.2,0.8382
02-01-2019,Consumer,North Carolina,28205,South,Mobile Phones,HTC,5,2,0.2,1.764
02-01-2019,Home Office,Illinois,60505,Central,Laptops,Asus,242,4,0.6,-302.72
02-01-2019,Corporate,Pennsylvania,19140,East,Laptops,Lenovo,337,2,0.4,-118.0116
02-01-2019,Consumer,Colorado,80229,West,Mobile Phones,LG,13,6,0.2,1.0008
02-01-2019,Consumer,Colorado,80229,West,Cameras ,Nikon,76,6,0.2,10.5534
02-01-2019,Consumer,Colorado,80229,West,Cameras ,Nikon,102,8,0.2,14.0712
02-01-2019,Consumer,Colorado,80229,West,Mobile Phones,Pixel,10,2,0.2,3.741
02-01-2019,Consumer,Colorado,80229,West,Mobile Phones,Mi,47,7,0.2,5.915
02-01-2019,Consumer,Colorado,80229,West,Laptops,Asus,23,3,0.2,7.0128
02-01-2019,Consumer,Colorado,80229,West,Laptops,Asus,16,5,0.2,3.344
02-01-2019,Consumer,Colorado,80229,West,Laptops,Asus,16,1,0.2,4.6552
02-01-2019,Consumer,California,95616,West,Mobile Phones,Pixel,32,5,0,15.552
03-01-2019,Consumer,Arkansas,72701,South,Mobile Phones,LG,19,9,0,5.3703
03-01-2019,Consumer,Arkansas,72701,South,Cameras ,Nikon,399,2,0,171.9914
03-01-2019,Consumer,Arkansas,72701,South,Laptops,Asus,343,5,0,137.54
03-01-2019,Consumer,Arkansas,72701,South,Mobile Phones,Pixel,106,3,0,49.9704
03-01-2019,Home Office,New York,10011,East,Mobile Phones,iPhone,13,3,0.2,4.35
03-01-2019,Home Office,West Virginia,26003,East,Mobile Phones,iPhone,82,5,0,40.376
03-01-2019,Home Office,West Virginia,26003,East,Mobile Phones,iPhone,6,2,0,3.0576
03-01-2019,Home Office,West Virginia,26003,East,Mobile Phones,Pixel,447,8,0,219.4416
03-01-2019,Consumer,Tennessee,38109,South,Mobile Phones,Samsung,272,7,0.2,30.6054
03-01-2019,Consumer,Tennessee,38109,South,Mobile Phones,iPhone,1614,6,0.7,-1237.8462
03-01-2019,Consumer,Tennessee,38109,South,Mobile Phones,Nokia,24,5,0.2,9.12
03-01-2019,Consumer,Tennessee,38109,South,Cameras ,Nikon,1,2,0.2,0.4752
03-01-2019,Consumer,Tennessee,38109,South,Laptops,Asus,31,1,0.2,0
04-01-2019,Consumer,Tennessee,38109,South,Mobile Phones,Motorola ,14,5,0.2,4.797
04-01-2019,Consumer,Tennessee,38109,South,Laptops,HP,423,2,0.2,47.6604
04-01-2019,Consumer,Texas,77036,Central,Mobile Phones,Pixel,76,2,0.2,26.824
04-01-2019,Home Office,Texas,75217,Central,Mobile Phones,Motorola ,4,1,0.2,1.674
04-01-2019,Home Office,Texas,75217,Central,Mobile Phones,iPhone,3,10,0.8,-6.93
04-01-2019,Corporate,California,94122,West,Mobile Phones,Samsung,715,2,0,178.91
04-01-2019,Consumer,California,95037,West,Laptops,Lenovo,268,3,0.2,6.7176
04-01-2019,Consumer,California,95037,West,Mobile Phones,LG,21,8,0,5.9184
04-01-2019,Consumer,California,95037,West,Mobile Phones,OnePlus,48,3,0,7.308
04-01-2019,Consumer,California,95037,West,Laptops,Dell,205,2,0.15,-12.098
05-01-2019,Consumer,Illinois,60174,Central,Laptops,Asus,30,2,0.6,-31.8612
05-01-2019,Consumer,Ohio,44105,East,Mobile Phones,OnePlus,25,2,0.2,1.9272
07-01-2019,Home Office,New York,10024,East,Cameras ,Canon,3404,5,0,1668.205
07-01-2019,Home Office,New York,10024,East,Cameras ,Nikon,101,3,0,8.1072
07-01-2019,Home Office,Pennsylvania,19140,East,Laptops,HP,344,4,0.3,-93.4724
07-01-2019,Home Office,Texas,75043,Central,Mobile Phones,LG,30,1,0.2,3.798
07-01-2019,Home Office,California,92024,West,Mobile Phones,iPhone,22,2,0.2,7.4256
08-01-2019,Home Office,Connecticut,6708,East,Mobile Phones,OnePlus,38,2,0,10.8136
08-01-2019,Home Office,Connecticut,6708,East,Cameras ,Nikon,59,2,0,10.7964
08-01-2019,Consumer,Maryland,21044,East,Mobile Phones,iPhone,174,3,0,81.921
08-01-2019,Home Office,Florida,33021,South,Cameras ,Sony,383,5,0.2,38.396
09-01-2019,Home Office,Florida,33021,South,Mobile Phones,iPhone,15,3,0.7,-11.418
09-01-2019,Consumer,Virginia,22153,South,Mobile Phones,iPhone,22,4,0,10.7136
09-01-2019,Consumer,Virginia,22153,South,Mobile Phones,HTC,103,7,0,51.8
09-01-2019,Corporate,New York,10035,East,Cameras ,Nikon,2,3,0,1.3365
09-01-2019,Corporate,New York,10035,East,Cameras ,Sony,569,1,0,170.997
09-01-2019,Corporate,New York,10035,East,Laptops,Asus,50,3,0,9.1746
10-01-2019,Home Office,Texas,75217,Central,Laptops,Lenovo,298,6,0.3,-4.2588
10-01-2019,Corporate,New York,10024,East,Mobile Phones,LG,59,3,0,17.856
10-01-2019,Corporate,Oregon,97206,West,Laptops,HP,230,3,0.2,23.028
10-01-2019,Corporate,Oregon,97206,West,Mobile Phones,Pixel,105,5,0.2,34.294
10-01-2019,Corporate,California,94513,West,Mobile Phones,Motorola ,23,2,0,11.68
10-01-2019,Corporate,California,94513,West,Cameras ,Sony,71,3,0.2,8.997
10-01-2019,Corporate,California,94513,West,Mobile Phones,Pixel,8,2,0,3.852
10-01-2019,Corporate,California,94513,West,Mobile Phones,iPhone,13,3,0.2,4.872
12-01-2019,Corporate,California,94513,West,Mobile Phones,Samsung,2518,9,0,654.7554
12-01-2019,Corporate,California,94513,West,Mobile Phones,OnePlus,540,3,0,140.5482
13-01-2019,Corporate,California,94513,West,Mobile Phones,iPhone,221,8,0.2,77.3696
13-01-2019,Corporate,California,92037,West,Laptops,HP,81,2,0.2,-9.1602
13-01-2019,Corporate,California,92037,West,Mobile Phones,OnePlus,134,10,0,35.048
13-01-2019,Consumer,Texas,75081,Central,Mobile Phones,iPhone,39,9,0.8,-59.373
15-01-2019,Consumer,Texas,75081,Central,Mobile Phones,Mi,44,7,0.2,5.0274
15-01-2019,Consumer,Texas,75081,Central,Mobile Phones,LG,31,2,0.2,2.3808
17-01-2019,Consumer,Texas,75081,Central,Mobile Phones,iPhone,40,5,0.8,-65.568
17-01-2019,Consumer,Texas,75081,Central,Mobile Phones,iPhone,3,3,0.8,-5.0688
17-01-2019,Consumer,Texas,79907,Central,Mobile Phones,Nokia,18,5,0.2,-3.5325
17-01-2019,Consumer,Texas,79907,Central,Laptops,HP,362,6,0.3,0
17-01-2019,Consumer,Texas,79907,Central,Laptops,Asus,63,6,0.6,-34.9536
17-01-2019,Consumer,Texas,79907,Central,Mobile Phones,OnePlus,129,3,0.2,-22.6716
17-01-2019,Consumer,New York,10035,East,Mobile Phones,iPhone,5,2,0.2,2.244
17-01-2019,Consumer,New York,10035,East,Cameras ,Sony,861,4,0,249.9104
18-01-2019,Corporate,Massachusetts,2151,East,Mobile Phones,OnePlus,66,4,0,2.6784
22-01-2019,Corporate,Massachusetts,2151,East,Mobile Phones,iPhone,6,2,0,3.0576
23-01-2019,Corporate,California,95928,West,Laptops,HP,435,4,0.2,-59.8356
23-01-2019,Corporate,California,95928,West,Mobile Phones,Nokia,14,5,0,6.854
23-01-2019,Corporate,California,95928,West,Mobile Phones,Samsung,15,4,0,4.108
24-01-2019,Corporate,California,95928,West,Laptops,Asus,72,5,0,26.973
27-01-2019,Corporate,California,95928,West,Laptops,Lenovo,206,3,0.2,5.1588
27-01-2019,Corporate,California,95928,West,Cameras ,Sony,7,1,0.2,2.6973
28-01-2019,Corporate,Florida,33023,South,Mobile Phones,OnePlus,81,5,0.2,-19.323
29-01-2019,Corporate,Florida,33023,South,Mobile Phones,iPhone,20,8,0.7,-16.1856
29-01-2019,Corporate,Florida,33023,South,Mobile Phones,Samsung,389,4,0.2,48.632
29-01-2019,Corporate,Florida,33023,South,Mobile Phones,Pixel,20,4,0.2,7.2576
29-01-2019,Corporate,Florida,33023,South,Mobile Phones,Pixel,41,8,0.2,14.5152
31-01-2019,Corporate,California,90049,West,Mobile Phones,Pixel,33,4,0,16.68
01-02-2019,Corporate,Colorado,80219,West,Laptops,Dell,90,3,0.7,-190.8522
04-02-2019,Corporate,Colorado,80219,West,Cameras ,Sony,15,1,0.2,-2.9985
04-02-2019,Corporate,Colorado,80219,West,Laptops,HP,120,1,0.2,13.5882
05-02-2019,Corporate,Pennsylvania,19134,East,Cameras ,Sony,519,4,0.4,-112.6216
05-02-2019,Corporate,Pennsylvania,19134,East,Cameras ,Nikon,31,3,0.2,-5.4558
05-02-2019,Corporate,Pennsylvania,19134,East,Mobile Phones,Pixel,10,2,0.2,3.6288
05-02-2019,Corporate,Pennsylvania,19134,East,Mobile Phones,iPhone,2,2,0.7,-1.9068
05-02-2019,Corporate,Pennsylvania,19134,East,Laptops,Asus,254,3,0.2,0
05-02-2019,Corporate,Pennsylvania,19134,East,Mobile Phones,iPhone,3,3,0.7,-2.7588
06-02-2019,Corporate,Pennsylvania,19134,East,Mobile Phones,Pixel,10,3,0.2,3.21
06-02-2019,Consumer,Mississippi,39212,South,Cameras ,Sony,659,3,0,197.991
07-02-2019,Consumer,Mississippi,39212,South,Cameras ,Sony,113,3,0,32.9817
07-02-2019,Home Office,California,90045,West,Mobile Phones,iPhone,5,1,0.2,1.6588
08-02-2019,Consumer,Texas,77095,Central,Mobile Phones,Pixel,16,2,0.2,5.5512
08-02-2019,Consumer,New Jersey,7011,East,Mobile Phones,Samsung,81,4,0,22.1184
11-02-2019,Consumer,New Jersey,7011,East,Laptops,Asus,254,5,0,76.47
11-02-2019,Corporate,Illinois,60623,Central,Mobile Phones,Nokia,15,5,0.2,4.914
11-02-2019,Corporate,Illinois,60623,Central,Mobile Phones,LG,7,3,0.2,0.8856
11-02-2019,Consumer,Washington,98115,West,Mobile Phones,iPhone,8,5,0.2,2.808
11-02-2019,Consumer,New York,11561,East,Cameras ,Sony,89,5,0,43.176
11-02-2019,Home Office,Wisconsin,53081,Central,Mobile Phones,HTC,25,4,0,11.592
11-02-2019,Home Office,Wisconsin,53081,Central,Mobile Phones,HTC,37,3,0,17.6673
